id,label,Spearman_allwords,Spearman_dependents,adjacent_post,adjacent_tag,nearest_dep,nearest_dep_tag,pmi_adjacent,pmi_neardep,root_verb
ck03.64.1,dat-np-np,-0.067427554,1,never,RB,never,RB,0.508775923,0.508775923,had
ck03.65.0,ref,0.335335353,1,not,RB,not,RB,0.508775923,0.508775923,had
ck03.65.1,post-adv,0,0,not,RB,not,RB,0.508775923,0.508775923,had
ck03.77.0,ref,0.077832602,1,mentally,RB,mentally,RB,0.508775923,0.508775923,must
ck03.77.1,post-adv,0.43643578,1,mentally,RB,mentally,RB,0.508775923,0.508775923,must
ck03.85.0,ref,0.028896117,0,tell,VB,tell,VB,0.506381559,0.506381559,would
ck03.85.1,post-adv,0,0,tell,VB,tell,VB,0.506381559,0.506381559,would
ck03.85.2,pre-adv,0.189638503,1,tell,VB,tell,VB,0.506381559,0.506381559,would
ck03.93.0,ref,0.101392178,1,not,RB,not,RB,0.508775923,0.508775923,could
ck03.93.1,post-adj2,0.129044591,1,not,RB,not,RB,0.508775923,0.508775923,could
ck03.94.0,ref,0.5,0,have,VB,have,VB,0.506381559,0.506381559,should
ck03.94.1,pre-adv,0.191390845,0,have,VB,have,VB,0.506381559,0.506381559,should
ck03.96.0,ref,-0.347978944,-0.5,a,DT,Lawrence,NNP,-4.972718629,-0.405923499,stared
ck03.96.1,post-adj2,-0.340070332,-1,at,IN,at,IN,-2.88295062,-2.88295062,stared
ck03.100.0,ref,-0.128309,0.866025404,very,RB,very,RB,0.508775923,0.508775923,looked
ck03.100.1,post-adv,0.440533859,1,very,RB,very,RB,0.508775923,0.508775923,looked
ck03.100.2,post-adj2,-0.315513934,0,at,IN,at,IN,-2.88295062,-2.88295062,looked
ck03.104.0,ref,0.529640898,0.866025404,his,PRP$,He,PRP,0.701568669,0.701568669,waved
ck03.104.1,post-adj2,0.559065392,0.866025404,his,PRP$,He,PRP,0.701568669,0.701568669,waved
ck03.105.0,ref,0,0,,,Lawrence,NNP,0,-0.405923499,decided
ck03.105.1,quote,0,0,Lawrence,NNP,Lawrence,NNP,-0.405923499,-0.405923499,decided
ck03.108.0,ref,-0.283797684,0,Any,DT,merely,RB,-4.972718629,0.508775923,said
ck03.108.1,dat-np-np,-0.583722307,0,Any,DT,merely,RB,-4.972718629,0.508775923,said
ck03.109.0,ref,-0.181313671,0,If,IN,President,NNP,-2.88295062,-0.405923499,said
ck03.109.1,post-adv,0,0,let,VB,President,NNP,0.506381559,-0.405923499,said
ck03.109.2,pre-adv,0.11239098,0,let,VB,President,NNP,0.506381559,-0.405923499,said
ck03.115.0,ref,-0.234282633,0,at,IN,at,IN,-2.88295062,-2.88295062,looked
ck03.115.1,post-adj2,-0.10010258,0,with,IN,with,IN,-2.88295062,-2.88295062,looked
ck03.126.0,ref,-0.349983601,-1,full,JJ,full,JJ,-1.503254446,-1.503254446,is
ck03.126.1,pre-adv,-0.123303831,-1,full,JJ,full,JJ,-1.503254446,-1.503254446,is
ck03.126.2,post-adj2,-0.321337256,-1,full,JJ,full,JJ,-1.503254446,-1.503254446,is
ck03.128.0,ref,-0.076621417,1,me,PRP,me,PRP,0.701568669,0.701568669,Let
ck03.128.1,post-adj2,-0.268174958,1,me,PRP,me,PRP,0.701568669,0.701568669,Let
ck03.129.0,ref,0.087490781,-1,up,IN,up,IN,-2.88295062,-2.88295062,came
ck03.129.1,dat-np-np,0.102157928,-1,up,IN,up,IN,-2.88295062,-2.88295062,came
ck03.130.0,ref,-0.279192976,1,got,VBD,got,VBD,0.506381559,0.506381559,'ve
ck03.130.1,pre-adv,-0.240722307,1,got,VBD,got,VBD,0.506381559,0.506381559,'ve
ck04.1.0,ref,-0.255552177,-0.5,at,IN,at,IN,-2.88295062,-2.88295062,looked
ck04.1.1,post-adj2,-0.205688338,0.5,coldly,RB,coldly,RB,0.508775923,0.508775923,looked
ck04.7.0,ref,-0.364180819,-1,as,IN,it,PRP,-2.88295062,0.701568669,had
ck04.7.1,post-adv,-0.376194739,0,a,DT,it,PRP,-4.972718629,0.701568669,had
ck04.8.0,ref,-0.108870195,-0.866025404,by,IN,by,IN,-2.88295062,-2.88295062,came
ck04.8.1,post-adj2,-0.116860668,-0.866025404,from,IN,from,IN,-2.88295062,-2.88295062,came
ck04.14.0,ref,0.195314021,1,been,VBN,been,VBN,0.506381559,0.506381559,had
ck04.14.1,post-adj2,0.119358568,1,been,VBN,been,VBN,0.506381559,0.506381559,had
ck04.16.0,ref,-0.828571429,-1,dead,JJ,dead,JJ,-1.503254446,-1.503254446,was
ck04.16.1,post-adj2,-0.828571429,-1,dead,JJ,dead,JJ,-1.503254446,-1.503254446,was
ck04.21.0,ref,0.6,-1,weekly,RB,weekly,RB,0.508775923,0.508775923,listened
ck04.21.1,post-adj2,0.2,1,to,TO,to,TO,0.903833231,0.903833231,listened
ck04.22.0,ref,-0.081115608,0.5,invariably,RB,invariably,RB,0.508775923,0.508775923,began
ck04.22.1,post-adj2,-0.155991555,-0.5,in,IN,in,IN,-2.88295062,-2.88295062,began
ck04.26.0,ref,-0.344604066,0,in,IN,in,IN,-2.88295062,-2.88295062,ended
ck04.26.1,post-adv,-1,0,in,IN,in,IN,-2.88295062,-2.88295062,ended
ck04.30.0,ref,-0.115306053,0,preached,VBN,preached,VBN,0.506381559,0.506381559,had
ck04.30.1,post-adj2,-0.122769228,0,preached,VBN,preached,VBN,0.506381559,0.506381559,had
ck04.31.0,ref,-0.282144047,0,with,IN,with,IN,-2.88295062,-2.88295062,sympathized
ck04.31.1,post-adj2,-0.512989176,0,on,IN,on,IN,-2.88295062,-2.88295062,sympathized
ck04.34.0,ref,-0.318104505,1,taken,VBN,taken,VBN,0.506381559,0.506381559,was
ck04.34.1,pre-adv,-0.268805712,0.866025404,taken,VBN,taken,VBN,0.506381559,0.506381559,was
ck04.38.0,ref,-0.097381917,0,arranged,VBN,arranged,VBN,0.506381559,0.506381559,was
ck04.38.1,pre-adv,-0.117721178,0,arranged,VBN,arranged,VBN,0.506381559,0.506381559,was
ck04.40.0,ref,-0.241699177,0,over,IN,over,IN,-2.88295062,-2.88295062,soared
ck04.40.1,post-adv,-0.390360029,0,over,IN,over,IN,-2.88295062,-2.88295062,soared
ck04.40.2,post-adj2,-0.241699177,0,like,IN,like,IN,-2.88295062,-2.88295062,soared
ck04.43.0,ref,0.150406693,0.8,up,RP,up,RP,0.903833231,0.903833231,made
ck04.43.1,pre-adv,0.202821146,0.8,up,RP,up,RP,0.903833231,0.903833231,made
ck04.53.0,ref,0.23207942,0,two,CD,There,EX,-2.096477369,0.903833231,were
ck04.53.1,post-adj2,0.220075313,0,two,CD,There,EX,-2.096477369,0.903833231,were
ck04.65.0,ref,0.564682909,0,jumbled,VBN,jumbled,VBN,0.506381559,0.506381559,were
ck04.65.1,post-adj2,-0.245514308,0,jumbled,VBN,jumbled,VBN,0.506381559,0.506381559,were
ck04.70.0,ref,0.057977104,-1,about,IN,about,IN,-2.88295062,-2.88295062,talked
ck04.70.1,post-adj2,0.057977104,1,to,TO,to,TO,0.903833231,0.903833231,talked
ck04.75.0,ref,-0.027050583,0,the,DT,Wilson,NNP,-4.972718629,-0.405923499,stressed
ck04.75.1,post-adj2,-0.047094622,0,the,DT,Wilson,NNP,-4.972718629,-0.405923499,stressed
ck04.82.0,ref,-0.61967855,0,that,IN,that,IN,-2.88295062,-2.88295062,found
ck04.82.1,pre-adv,-0.466381662,-1,that,IN,that,IN,-2.88295062,-2.88295062,found
ck04.83.0,ref,-0.041891016,0,sure,JJ,sure,JJ,-1.503254446,-1.503254446,was
ck04.83.1,post-adv,-0.167564063,0,sure,JJ,sure,JJ,-1.503254446,-1.503254446,was
ck04.84.0,ref,-1,0,unanimous,JJ,he,PRP,-1.503254446,0.701568669,met
ck04.84.1,pre-adv,-0.224261577,-1,unanimous,JJ,he,PRP,-1.503254446,0.701568669,met
ck04.87.0,ref,0.6,0,been,VBN,been,VBN,0.506381559,0.506381559,had
ck04.87.1,post-adj2,-0.4,0,been,VBN,been,VBN,0.506381559,0.506381559,had
ck04.93.0,ref,0.430366607,0.5,n't,RB,n't,RB,0.508775923,0.508775923,Do
ck04.93.1,post-adj2,0.404874508,0.5,n't,RB,n't,RB,0.508775923,0.508775923,Do
ck04.96.0,ref,-0.316227766,0.866025404,not,RB,not,RB,0.508775923,0.508775923,can
ck04.96.1,pre-adv,0.729652884,0.894427191,not,RB,not,RB,0.508775923,0.508775923,can
ck04.97.0,ref,0.409818641,1,just,RB,just,RB,0.508775923,0.508775923,would
ck04.97.1,post-adv,0.262818476,1,just,RB,just,RB,0.508775923,0.508775923,would
ck04.98.0,ref,0,0,be,VB,be,VB,0.506381559,0.506381559,can
ck04.98.1,pre-adj2,0,0,be,VB,be,VB,0.506381559,0.506381559,can
ck04.101.0,ref,0.015534713,-0.866025404,at,IN,at,IN,-2.88295062,-2.88295062,looked
ck04.101.1,dat-np-np,-0.160005946,-0.866025404,at,IN,at,IN,-2.88295062,-2.88295062,looked
ck04.101.2,post-adj2,-0.029515954,-0.866025404,with,IN,with,IN,-2.88295062,-2.88295062,looked
ck04.102.0,ref,0.339031752,0,have,VB,have,VB,0.506381559,0.506381559,'ll
ck04.102.1,post-adj2,0.305128577,0,have,VB,have,VB,0.506381559,0.506381559,'ll
ck04.116.0,ref,1,0,absolutely,RB,he,PRP,0.508775923,0.701568669,was
ck04.116.1,pre-adv,-0.014211407,1,absolutely,RB,he,PRP,0.508775923,0.701568669,was
ck04.125.0,ref,0.255252313,0,mean,VB,mean,VB,0.506381559,0.506381559,would
ck04.125.1,post-adj2,0.255252313,0,mean,VB,mean,VB,0.506381559,0.506381559,would
ck05.1.0,ref,-0.406838102,-1,in,IN,in,IN,-2.88295062,-2.88295062,dismounted
ck05.1.1,dat-np-pp,-0.26837252,-1,in,IN,in,IN,-2.88295062,-2.88295062,dismounted
ck05.14.0,ref,0.120490673,0.5,heavily,RB,heavily,RB,0.508775923,0.508775923,clomped
ck05.14.1,post-adj2,-0.216883212,-0.5,up,IN,up,IN,-2.88295062,-2.88295062,clomped
ck05.16.0,ref,0.974679434,1,still,RB,still,RB,0.508775923,0.508775923,was
ck05.16.1,post-adj2,-0.872081599,-1,after,IN,after,IN,-2.88295062,-2.88295062,was
ck05.19.0,ref,0.6,0,thinking,VBG,thinking,VBG,0.506381559,0.506381559,was
ck05.19.1,post-adj2,-0.4,0,thinking,VBG,thinking,VBG,0.506381559,0.506381559,was
ck05.20.0,ref,-0.666885929,0,no,DT,there,EX,-4.972718629,0.903833231,was
ck05.20.1,pre-adv,-0.691566106,1,no,DT,There,EX,-4.972718629,0.903833231,was
ck05.29.0,ref,-0.229021084,0.948683298,not,RB,not,RB,0.508775923,0.508775923,did
ck05.29.1,post-adv,-0.102200078,0.948683298,not,RB,not,RB,0.508775923,0.508775923,did
ck05.35.0,ref,0.063813432,1,only,RB,only,RB,0.508775923,0.508775923,could
ck05.35.1,post-adv,0.337373885,1,only,RB,only,RB,0.508775923,0.508775923,could
ck05.44.0,ref,0.087276252,1,his,PRP$,Seward,NNP,0.701568669,-0.405923499,said
ck05.44.1,post-adj2,0.262719329,1,his,PRP$,Seward,NNP,0.701568669,-0.405923499,said
ck05.51.0,ref,-0.708018943,-0.5,the,DT,he,PRP,-4.972718629,0.701568669,smashed
ck05.51.1,post-adj2,-0.12744341,0.5,the,DT,he,PRP,-4.972718629,0.701568669,smashed
ck05.55.0,ref,-0.305859674,0.5,an,DT,act,NN,-4.972718629,0.301443272,did
ck05.55.1,post-adv,-0.54434741,0.5,an,DT,act,NN,-4.972718629,0.301443272,did
ck05.55.2,post-adj2,-0.352643405,0.5,an,DT,act,NN,-4.972718629,0.301443272,did
ck05.65.0,ref,0.079012862,1,only,RB,only,RB,0.508775923,0.508775923,saw
ck05.65.1,pre-adv,-0.237038585,1,only,RB,only,RB,0.508775923,0.508775923,saw
ck05.74.0,ref,0.5,1,down,RP,down,RP,0.903833231,0.903833231,went
ck05.74.1,pre-adv,0.183493961,0.5,down,RP,down,RP,0.903833231,0.903833231,went
ck05.94.0,ref,-0.47581714,1,sure,JJ,sure,JJ,-1.503254446,-1.503254446,was
ck05.94.1,post-adv,-0.468496876,1,sure,JJ,sure,JJ,-1.503254446,-1.503254446,was
ck05.96.0,ref,0.131192576,1,up,RB,up,RB,0.508775923,0.508775923,clambered
ck05.96.1,post-adv,-0.023946227,1,up,RB,up,RB,0.508775923,0.508775923,clambered
ck05.106.0,ref,0.009963266,0,only,RB,it,PRP,0.508775923,0.701568669,was
ck05.106.1,pre-adv,-0.00151997,1,only,RB,It,PRP,0.508775923,0.701568669,was
ck05.106.2,post-adj3,0.045111454,0,only,RB,it,PRP,0.508775923,0.701568669,was
ck05.106.3,post-adj3,0.021033561,0,only,RB,it,PRP,0.508775923,0.701568669,was
ck05.106.4,post-adj3,-0.013837869,0,only,RB,it,PRP,0.508775923,0.701568669,was
ck05.106.5,post-adj3,-0.014114627,0,only,RB,it,PRP,0.508775923,0.701568669,was
ck05.106.6,post-adj3,0.044834697,0,only,RB,it,PRP,0.508775923,0.701568669,was
ck05.107.0,ref,-0.07719579,-0.5,ambivalent,JJ,ambivalent,JJ,-1.503254446,-1.503254446,is
ck05.107.1,post-adv,-0.139661137,-1,ambivalent,JJ,ambivalent,JJ,-1.503254446,-1.503254446,is
ck05.108.0,ref,-0.617570541,0.2,the,DT,They,PRP,-4.972718629,0.701568669,made
ck05.108.1,post-adv,-0.7,-1,the,DT,they,PRP,-4.972718629,0.701568669,made
ck05.113.0,ref,-0.119568772,1,her,PRP,her,PRP,0.701568669,0.701568669,suited
ck05.113.1,dat-np-np,-0.119388868,1,her,PRP,her,PRP,0.701568669,0.701568669,suited
ck05.113.2,pre-adv,-0.050214601,0.8,her,PRP,her,PRP,0.701568669,0.701568669,suited
ck05.115.0,ref,-0.177309495,0.894427191,not,RB,not,RB,0.508775923,0.508775923,was
ck05.115.1,post-adj2,0.179806811,0,not,RB,not,RB,0.508775923,0.508775923,was
ck05.116.0,ref,-0.33474187,1,seen,VBN,seen,VBN,0.506381559,0.506381559,had
ck05.116.1,pre-adv,0.184577293,1,seen,VBN,seen,VBN,0.506381559,0.506381559,had
ck05.124.0,ref,0.21821789,0.632455532,always,RB,always,RB,0.508775923,0.508775923,was
ck05.124.1,post-adj3,0.21821789,0.632455532,here,RB,here,RB,0.508775923,0.508775923,was
ck05.124.2,post-adj3,-0.7516394,-0.948683298,before,IN,before,IN,-2.88295062,-2.88295062,was
ck05.124.3,post-adj3,-0.169725026,0.105409255,always,RB,always,RB,0.508775923,0.508775923,was
ck05.124.4,post-adj3,-0.557667942,-0.632455532,before,IN,There,EX,-2.88295062,0.903833231,was
ck05.124.5,post-adj3,-0.363696484,-0.210818511,a,DT,There,EX,-4.972718629,0.903833231,was
ck05.127.0,ref,-0.075082289,1,going,VBG,going,VBG,0.506381559,0.506381559,were
ck05.127.1,post-adj3,-0.060482955,1,going,VBG,going,VBG,0.506381559,0.506381559,were
ck05.127.2,post-adj3,-0.075082289,1,going,VBG,going,VBG,0.506381559,0.506381559,were
ck05.127.3,post-adj3,-0.089681622,1,going,VBG,going,VBG,0.506381559,0.506381559,were
ck05.127.4,post-adj3,-0.089681622,1,going,VBG,going,VBG,0.506381559,0.506381559,were
ck05.127.5,post-adj3,-0.060482955,1,going,VBG,going,VBG,0.506381559,0.506381559,were
ck05.153.0,ref,-0.0616365,-0.25819889,for,IN,for,IN,-2.88295062,-2.88295062,asked
ck05.153.1,pre-adv,-0.164405108,-0.577350269,for,IN,for,IN,-2.88295062,-2.88295062,asked
ck05.158.0,ref,-0.074848119,0,by,IN,by,IN,-2.88295062,-2.88295062,brushed
ck05.158.1,post-adj2,-0.598784951,0,with,IN,with,IN,-2.88295062,-2.88295062,brushed
ck05.163.0,ref,0.273594227,0,to,TO,to,TO,0.903833231,0.903833231,tried
ck05.163.1,pre-adj2,0.273594227,0,to,TO,to,TO,0.903833231,0.903833231,tried
ck05.166.0,ref,0.032998369,1,his,PRP$,head,NN,0.701568669,0.301443272,lost
ck05.166.1,post-adj2,0.184790864,1,his,PRP$,head,NN,0.701568669,0.301443272,lost
ck05.169.0,ref,0.5,-1,straight,RB,straight,RB,0.508775923,0.508775923,went
ck05.169.1,post-adj2,0,1,to,TO,to,TO,0.903833231,0.903833231,went
ck06.18.0,ref,0.341073778,0,feel,VB,feel,VB,0.506381559,0.506381559,could
ck06.18.1,post-adj2,0.110138408,0,feel,VB,feel,VB,0.506381559,0.506381559,could
ck06.33.0,ref,1,1,up,RP,up,RP,0.903833231,0.903833231,wake
ck06.33.1,post-adj2,-1,-1,now,RB,now,RB,0.508775923,0.508775923,wake
ck06.34.0,ref,0,0,nearly,RB,nearly,RB,0.508775923,0.508775923,'re
ck06.34.1,post-adj2,0,0,there,RB,there,RB,0.508775923,0.508775923,'re
ck06.38.0,ref,-0.230341106,0,as,IN,as,IN,-2.88295062,-2.88295062,winked
ck06.38.1,post-adv,0,0,,,houses,NNS,0,0.301443272,winked
ck06.43.0,ref,-0.915729116,0,as,IN,as,IN,-2.88295062,-2.88295062,vibrated
ck06.43.1,post-adv,0,0,,,room,NN,0,0.301443272,vibrated
ck06.61.0,ref,0,0,,,she,PRP,0,0.701568669,smiled
ck06.61.1,quote,0,0,she,PRP,she,PRP,0.701568669,0.701568669,smiled
ck06.66.0,ref,0.06936234,1,backward,RB,backward,RB,0.508775923,0.508775923,leaned
ck06.66.1,post-adv,0,0,backward,RB,backward,RB,0.508775923,0.508775923,leaned
ck06.70.0,ref,-0.383885948,-0.737864787,the,DT,Catholics,NNPS,-4.972718629,-0.405923499,had
ck06.70.1,post-adv,-0.383885948,-0.737864787,the,DT,Catholics,NNPS,-4.972718629,-0.405923499,had
ck06.71.0,ref,-0.014799136,1,everywhere,RB,everywhere,RB,0.508775923,0.508775923,was
ck06.71.1,post-adj2,-0.297328102,-1,in,IN,in,IN,-2.88295062,-2.88295062,was
ck06.73.0,ref,-0.190633293,0,familiar,JJ,familiar,JJ,-1.503254446,-1.503254446,became
ck06.73.1,post-adj2,-0.370841327,0,familiar,JJ,familiar,JJ,-1.503254446,-1.503254446,became
ck06.77.0,ref,0.421717356,1,to,TO,to,TO,0.903833231,0.903833231,got
ck06.77.1,post-adv,0.564288094,1,to,TO,to,TO,0.903833231,0.903833231,got
ck06.80.0,ref,0.058336934,1,him,PRP,him,PRP,0.701568669,0.701568669,accompanied
ck06.80.1,pre-adv,-0.4107052,0.5,him,PRP,him,PRP,0.701568669,0.701568669,accompanied
ck06.81.0,ref,-0.630407238,0,see,VB,see,VB,0.506381559,0.506381559,could
ck06.81.1,pre-adv,0.298350964,1,see,VB,see,VB,0.506381559,0.506381559,could
ck06.81.2,post-adj2,-0.630407238,0,see,VB,see,VB,0.506381559,0.506381559,could
ck06.93.0,ref,0,0,,,Stevie,NNP,0,-0.405923499,flared
ck06.93.1,quote,0,0,Stevie,NNP,Stevie,NNP,-0.405923499,-0.405923499,flared
ck06.105.0,ref,-0.103557655,-0.866025404,with,IN,with,IN,-2.88295062,-2.88295062,pulled
ck06.105.1,post-adj2,-0.16714569,-0.866025404,at,IN,at,IN,-2.88295062,-2.88295062,pulled
ck06.113.0,ref,-0.008587567,1,red,JJ,there,EX,-1.503254446,0.903833231,were
ck06.113.1,pre-adv,-0.30822262,-0.5,red,JJ,There,EX,-1.503254446,0.903833231,were
ck06.115.0,ref,-0.185312329,0,choose,VB,choose,VB,0.506381559,0.506381559,will
ck06.115.1,pre-adj2,-0.185312329,0,choose,VB,choose,VB,0.506381559,0.506381559,will
ck06.115.2,post-adv,-1,0,choose,VB,choose,VB,0.506381559,0.506381559,will
ck06.116.0,ref,-0.155327449,-0.5,Him,NNP,Him,NNP,-0.405923499,-0.405923499,give
ck06.116.1,dat-np-np,0.120675965,0.5,your,PRP$,affection,NN,0.701568669,0.301443272,give
ck06.128.0,ref,-0.036369648,1,he,PRP,he,PRP,0.701568669,0.701568669,might
ck06.128.1,post-adv,0.8,1,he,PRP,he,PRP,0.701568669,0.701568669,might
ck06.129.0,ref,0,0,whisper,VB,whisper,VB,0.506381559,0.506381559,would
ck06.129.1,pre-adj2,0,0,whisper,VB,whisper,VB,0.506381559,0.506381559,would
ck06.133.0,ref,0.075404553,-1,Papa,NNP,Papa,NNP,-0.405923499,-0.405923499,was
ck06.133.1,post-adj2,-0.154517527,-1,Papa,NNP,Papa,NNP,-0.405923499,-0.405923499,was
ck06.134.0,ref,0,0,unafraid,JJ,unafraid,JJ,-1.503254446,-1.503254446,was
ck06.134.1,pre-adv,0.138063694,-1,unafraid,JJ,unafraid,JJ,-1.503254446,-1.503254446,was
ck06.136.0,ref,0.36147202,0,strike,VB,strike,VB,0.506381559,0.506381559,could
ck06.136.1,post-adv,0.5,0,strike,VB,strike,VB,0.506381559,0.506381559,could
ck06.141.0,ref,-0.427344949,1,the,DT,flash,NN,-4.972718629,0.301443272,illumined
ck06.141.1,post-adv,-1,0,the,DT,flash,NN,-4.972718629,0.301443272,illumined
ck06.147.0,ref,0.559065392,0,save,VB,save,VB,0.506381559,0.506381559,would
ck06.147.1,pre-adv,0.0464612,1,save,VB,save,VB,0.506381559,0.506381559,would
ck06.151.0,ref,0.184349415,0.5,proudly,RB,proudly,RB,0.508775923,0.508775923,strode
ck06.151.1,pre-adv,-0.206704305,0.316227766,proudly,RB,proudly,RB,0.508775923,0.508775923,strode
ck06.153.0,ref,0.1,0,straggling,VBG,straggling,VBG,0.506381559,0.506381559,were
ck06.153.1,pre-adv,0.47930848,1,straggling,VBG,straggling,VBG,0.506381559,0.506381559,were
ck06.153.2,post-adj2,0.2,0,straggling,VBG,straggling,VBG,0.506381559,0.506381559,were
ck06.161.0,ref,-0.5,0,as,IN,as,IN,-2.88295062,-2.88295062,did
ck06.161.1,post-adv,0,0,,,Ludie,NNP,0,-0.405923499,did
ck06.171.0,ref,-0.270281239,1,solemnly,RB,solemnly,RB,0.508775923,0.508775923,sat
ck06.171.1,post-adj2,-0.774806218,-1,beside,IN,beside,IN,-2.88295062,-2.88295062,sat
ck06.174.0,ref,-0.511365088,0,down,IN,down,IN,-2.88295062,-2.88295062,meandered
ck06.174.1,post-adj2,-0.438312932,0,past,IN,past,IN,-2.88295062,-2.88295062,meandered
ck06.180.0,ref,0.33838643,0,crowded,VBN,crowded,VBN,0.506381559,0.506381559,was
ck06.180.1,pre-adv,0.3285956,1,crowded,VBN,crowded,VBN,0.506381559,0.506381559,was
ck07.14.0,ref,0,0,,,he,PRP,0,0.701568669,noted
ck07.14.1,quote,0,0,he,PRP,he,PRP,0.701568669,0.701568669,noted
ck07.14.2,post-adj2,0,0,,,he,PRP,0,0.701568669,noted
ck07.22.0,ref,0.632455532,0,to,TO,to,TO,0.903833231,0.903833231,have
ck07.22.1,post-adj2,0.105409255,0,to,TO,to,TO,0.903833231,0.903833231,have
ck07.31.0,ref,0.4,-1,back,RB,back,RB,0.508775923,0.508775923,came
ck07.31.1,post-adj2,0.8,1,to,TO,to,TO,0.903833231,0.903833231,came
ck07.38.0,ref,0.212814133,1,aloud,RB,aloud,RB,0.508775923,0.508775923,said
ck07.38.1,quote,0.36657278,1,he,PRP,he,PRP,0.701568669,0.701568669,said
ck07.42.0,ref,0.81167945,0,stop,VB,stop,VB,0.506381559,0.506381559,'ll
ck07.42.1,post-adj2,0.289885518,0,stop,VB,stop,VB,0.506381559,0.506381559,'ll
ck07.54.0,ref,-0.010963736,0.666885929,on,RP,on,RP,0.903833231,0.903833231,came
ck07.54.1,post-adv,-0.071460061,0.8,on,RP,on,RP,0.903833231,0.903833231,came
ck07.54.2,post-adv,0.013650342,0.8,on,RP,on,RP,0.903833231,0.903833231,came
ck07.54.3,post-adj2,-0.050333514,0.359092423,on,RP,on,RP,0.903833231,0.903833231,came
ck07.56.0,ref,-0.448511469,0,with,IN,with,IN,-2.88295062,-2.88295062,glowed
ck07.56.1,post-adv,-0.114217206,0,with,IN,with,IN,-2.88295062,-2.88295062,glowed
ck07.56.2,post-adj2,0.058501496,0,about,IN,about,IN,-2.88295062,-2.88295062,glowed
ck07.58.0,ref,0.233646251,1,never,RB,never,RB,0.508775923,0.508775923,had
ck07.58.1,post-adv,0.666885929,1,never,RB,never,RB,0.508775923,0.508775923,had
ck07.62.0,ref,0.654659598,1,it,PRP,it,PRP,0.701568669,0.701568669,used
ck07.62.1,post-adv,0.866025404,1,it,PRP,it,PRP,0.701568669,0.701568669,used
ck07.63.0,ref,0.542208029,1,up,RP,up,RP,0.903833231,0.903833231,came
ck07.63.1,post-adj2,-0.13253974,0.5,up,RP,up,RP,0.903833231,0.903833231,came
ck07.79.0,ref,0,0,swiftly,RB,swiftly,RB,0.508775923,0.508775923,moved
ck07.79.1,post-adj2,0,0,once,RB,once,RB,0.508775923,0.508775923,moved
ck07.97.0,ref,0.291946598,0.8,it,PRP,it,PRP,0.701568669,0.701568669,heard
ck07.97.1,post-adj2,0.169517379,0.4,it,PRP,it,PRP,0.701568669,0.701568669,heard
ck07.100.0,ref,0.316227766,0,taking,VBG,music,NN,0.506381559,0.301443272,arrived
ck07.100.1,dat-np-np,-0.461690258,0,taking,VBG,music,NN,0.506381559,0.301443272,arrived
ck07.132.0,ref,0.2,1,to,TO,to,TO,0.903833231,0.903833231,turned
ck07.132.1,post-adj2,0.6,-1,again,RB,again,RB,0.508775923,0.508775923,turned
ck07.134.0,ref,-0.316227766,0,tumbling,VBG,tumbling,VBG,0.506381559,0.506381559,was
ck07.134.1,post-adj2,-0.316227766,0,tumbling,VBG,tumbling,VBG,0.506381559,0.506381559,was
ck07.142.0,ref,0.084476612,0.866025404,to,TO,to,TO,0.903833231,0.903833231,got
ck07.142.1,pre-adv,0.063668035,1,to,TO,to,TO,0.903833231,0.903833231,got
ck07.151.0,ref,-0.545544726,1,nothing,NN,nothing,NN,0.301443272,0.301443272,was
ck07.151.1,post-adv,0,0,nothing,NN,nothing,NN,0.301443272,0.301443272,was
ck07.154.0,ref,0,0,,,voice,NN,0,0.301443272,said
ck07.154.1,quote,-1,0,a,DT,voice,NN,-4.972718629,0.301443272,said
ck07.172.0,ref,0.5,1,um,PRP,um,PRP,0.701568669,0.701568669,Give
ck07.172.1,dat-np-np,-0.8,-1,the,DT,works,NNS,-4.972718629,0.301443272,Give
ck07.174.0,ref,0.559065392,0,feeling,VBG,Coughlin,NNP,0.506381559,-0.405923499,grinned
ck07.174.1,post-adj2,-0.264820449,0,feeling,VBG,Coughlin,NNP,0.506381559,-0.405923499,grinned
ck07.192.0,ref,0.561360891,1,they,PRP,they,PRP,0.701568669,0.701568669,did
ck07.192.1,post-adv,0,1,they,PRP,they,PRP,0.701568669,0.701568669,did
ck07.220.0,ref,0.384438402,1,me,PRP,me,PRP,0.701568669,0.701568669,let
ck07.220.1,post-adj2,0.403938901,1,me,PRP,me,PRP,0.701568669,0.701568669,let
ck07.222.0,ref,-1,0,do,VB,do,VB,0.506381559,0.506381559,'ll
ck07.222.1,pre-adv,0.130892579,1,do,VB,do,VB,0.506381559,0.506381559,'ll
ck07.223.0,ref,-0.796357438,-0.5,the,DT,I,PRP,-4.972718629,0.701568669,hated
ck07.223.1,post-adj2,-0.627017064,0.5,the,DT,I,PRP,-4.972718629,0.701568669,hated
ck07.224.0,ref,0.828571429,1,it,PRP,it,PRP,0.701568669,0.701568669,run
ck07.224.1,dat-np-np,-0.714285714,-1,one,CD,way,NN,-2.096477369,0.301443272,run
ck07.234.0,ref,0.393942402,1,I,PRP,I,PRP,0.701568669,0.701568669,should
ck07.234.1,post-adv,0.056277486,1,I,PRP,I,PRP,0.701568669,0.701568669,should
ck08.2.0,ref,-0.363685964,0,attacked,VBN,attacked,VBN,0.506381559,0.506381559,are
